"Moving Violations",,
"28th Precinct",,
"October  ",,
028sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,6
"Brake Lights (Defect.or Improper)",3,27
"Bus Lane, Driving in",0,1
"Cell Phone",75,708
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,1
"Disobey Steady Red Signal",80,1066
"Disobey Traffic Control Device",255,2252
"Equipment (Other)",12,210
"Fail to Keep Right",0,0
"Fail to Signal",2,58
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",1,37
"Improper Lights",0,4
"Improper Passing",2,18
"Improper Turn",96,1254
"Improper/Missing Plates",0,10
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",70,716
"Not Giving R of W to Veh.",0,8
"OBSTRUCTED PLATE",0,12
"One Way Street",0,1
"Pavement Markings",3,11
"Safety Belt",70,929
"School Bus, Passing Stopped",3,25
Speeding,87,524
Spillback,0,1
"Tinted Windows",46,402
"Truck Routes",1,6
U-Turn,3,88
Uninspected,3,55
Uninsured,4,87
"Unlicensed Operator",23,253
Unregistered,3,51
"Unsafe Lane Change",2,5
"Other Movers",63,579
"028TOTAL Movers ",910,9409
,,
"* All figures are preliminary and subject to change.",,
