"Moving Violations",,
"62nd Precinct",,
"October  ",,
062sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",0,28
"Bus Lane, Driving in",0,0
"Cell Phone",49,623
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",111,1076
"Disobey Traffic Control Device",215,2304
"Equipment (Other)",11,102
"Fail to Keep Right",0,2
"Fail to Signal",33,540
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",1,15
"Improper Lights",1,2
"Improper Passing",2,70
"Improper Turn",39,372
"Improper/Missing Plates",2,23
"Lamps and Other Equipment on Bicycle",0,1
"Not Giving R of W to Pedes.",37,556
"Not Giving R of W to Veh.",1,24
"OBSTRUCTED PLATE",4,27
"One Way Street",9,157
"Pavement Markings",8,111
"Safety Belt",66,628
"School Bus, Passing Stopped",3,22
Speeding,81,707
Spillback,3,16
"Tinted Windows",73,803
"Truck Routes",8,38
U-Turn,2,24
Uninspected,0,6
Uninsured,12,163
"Unlicensed Operator",75,745
Unregistered,9,113
"Unsafe Lane Change",0,13
"Other Movers",62,770
"062TOTAL Movers ",917,10088
,,
"* All figures are preliminary and subject to change.",,
