"Moving Violations",,
"73rd Precinct",,
"October  ",,
073sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,15
"Brake Lights (Defect.or Improper)",0,58
"Bus Lane, Driving in",0,0
"Cell Phone",37,588
"Commercial Veh on Pkwy",1,19
"Defective Brakes",0,0
"Disobey Steady Red Signal",148,1230
"Disobey Traffic Control Device",282,2778
"Equipment (Other)",13,100
"Fail to Keep Right",1,1
"Fail to Signal",22,320
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",5,127
"Improper Lights",0,8
"Improper Passing",1,22
"Improper Turn",114,1168
"Improper/Missing Plates",3,87
"Lamps and Other Equipment on Bicycle",0,1
"Not Giving R of W to Pedes.",51,469
"Not Giving R of W to Veh.",2,34
"OBSTRUCTED PLATE",3,18
"One Way Street",0,0
"Pavement Markings",0,1
"Safety Belt",66,731
"School Bus, Passing Stopped",4,23
Speeding,47,404
Spillback,1,5
"Tinted Windows",69,1492
"Truck Routes",0,1
U-Turn,2,10
Uninspected,4,46
Uninsured,29,339
"Unlicensed Operator",74,731
Unregistered,24,177
"Unsafe Lane Change",1,8
"Other Movers",225,1510
"073TOTAL Movers ",1229,12523
,,
"* All figures are preliminary and subject to change.",,
