Queens South,,
Backing Unsafely,3,43
Brake Lights (Defect.or Improper),20,251
"Bus Lane, Driving in",0,0
Cell Phone,487,2761
Commercial Veh on Pkwy,0,10
Defective Brakes,1,2
Disobey Steady Red Signal,432,2596
Disobey Traffic Control Device,1381,9511
Equipment (Other),33,142
Fail to Keep Right,2,10
Fail to Signal,50,454
Following Too Closely,2,15
Headlights (Defect. or Improper),29,176
Improper Lights,33,308
Improper Passing,29,161
Improper Turn,762,5480
Improper/Missing Plates,21,171
Lamps and Other Equipment on Bicycle,0,0
Not Giving R of W to Pedes.,250,1697
Not Giving R of W to Veh.,15,118
OBSTRUCTED PLATE,45,236
One Way Street,3,25
Pavement Markings,88,582
Safety Belt,693,3428
"School Bus, Passing Stopped",12,83
Speeding,512,3506
Spillback,2,21
Tinted Windows,461,3169
Truck Routes,53,213
U-Turn,30,134
Uninspected,48,270
Uninsured,250,1596
Unlicensed Operator,527,3493
Unregistered,105,577
Unsafe Lane Change,8,63
Other Movers,645,3536
TOTAL Movers,7032,44838
