Staten Island,,
Backing Unsafely,3,42
Brake Lights (Defect.or Improper),54,325
"Bus Lane, Driving in",1,10
Cell Phone,221,2094
Commercial Veh on Pkwy,0,11
Defective Brakes,0,5
Disobey Steady Red Signal,254,1829
Disobey Traffic Control Device,912,6429
Equipment (Other),25,147
Fail to Keep Right,0,7
Fail to Signal,308,2446
Following Too Closely,10,78
Headlights (Defect. or Improper),37,344
Improper Lights,1,11
Improper Passing,24,121
Improper Turn,64,388
Improper/Missing Plates,51,301
Lamps and Other Equipment on Bicycle,1,1
Not Giving R of W to Pedes.,97,902
Not Giving R of W to Veh.,17,195
OBSTRUCTED PLATE,6,167
One Way Street,12,52
Pavement Markings,6,776
Safety Belt,647,3568
"School Bus, Passing Stopped",2,160
Speeding,477,4360
Spillback,0,8
Tinted Windows,219,1868
Truck Routes,1,3
U-Turn,7,106
Uninspected,12,218
Uninsured,143,1376
Unlicensed Operator,336,2758
Unregistered,34,365
Unsafe Lane Change,48,234
Other Movers,522,3310
TOTAL Movers,4552,35015
