"Moving Violations",,
"88th Precinct",,
"November ",,
088sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,5
"Brake Lights (Defect.or Improper)",5,52
"Bus Lane, Driving in",0,0
"Cell Phone",56,1016
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,2
"Disobey Steady Red Signal",114,952
"Disobey Traffic Control Device",268,3005
"Equipment (Other)",1,21
"Fail to Keep Right",0,1
"Fail to Signal",5,81
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,50
"Improper Lights",0,0
"Improper Passing",2,12
"Improper Turn",27,363
"Improper/Missing Plates",6,69
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",38,294
"Not Giving R of W to Veh.",1,5
"OBSTRUCTED PLATE",0,6
"One Way Street",0,7
"Pavement Markings",73,310
"Safety Belt",172,1186
"School Bus, Passing Stopped",0,11
Speeding,42,307
Spillback,0,0
"Tinted Windows",42,406
"Truck Routes",0,2
U-Turn,0,12
Uninspected,3,32
Uninsured,12,246
"Unlicensed Operator",20,258
Unregistered,13,106
"Unsafe Lane Change",1,3
"Other Movers",167,1435
"088TOTAL Movers ",1070,10255
,,
"* All figures are preliminary and subject to change.",,
