"Moving Violations",,
"71st Precinct",,
"November ",,
071sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",6,34
"Brake Lights (Defect.or Improper)",7,92
"Bus Lane, Driving in",3,51
"Cell Phone",137,1863
"Commercial Veh on Pkwy",0,2
"Defective Brakes",0,1
"Disobey Steady Red Signal",116,1463
"Disobey Traffic Control Device",127,1930
"Equipment (Other)",2,77
"Fail to Keep Right",0,0
"Fail to Signal",15,222
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",2,71
"Improper Lights",0,9
"Improper Passing",3,64
"Improper Turn",41,384
"Improper/Missing Plates",1,45
"Lamps and Other Equipment on Bicycle",0,18
"Not Giving R of W to Pedes.",71,732
"Not Giving R of W to Veh.",14,99
"OBSTRUCTED PLATE",3,67
"One Way Street",2,12
"Pavement Markings",6,87
"Safety Belt",109,1671
"School Bus, Passing Stopped",3,48
Speeding,64,794
Spillback,2,31
"Tinted Windows",17,190
"Truck Routes",0,2
U-Turn,2,18
Uninspected,7,83
Uninsured,20,332
"Unlicensed Operator",50,748
Unregistered,5,149
"Unsafe Lane Change",0,9
"Other Movers",89,943
"071TOTAL Movers ",924,12345
,,
"* All figures are preliminary and subject to change.",,
