"Moving Violations",,
"68th Precinct",,
"November ",,
068sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,9
"Brake Lights (Defect.or Improper)",0,9
"Bus Lane, Driving in",0,0
"Cell Phone",21,400
"Commercial Veh on Pkwy",7,82
"Defective Brakes",0,0
"Disobey Steady Red Signal",82,805
"Disobey Traffic Control Device",57,752
"Equipment (Other)",16,138
"Fail to Keep Right",0,0
"Fail to Signal",26,235
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",3,10
"Improper Lights",1,5
"Improper Passing",3,21
"Improper Turn",7,175
"Improper/Missing Plates",0,35
"Lamps and Other Equipment on Bicycle",0,1
"Not Giving R of W to Pedes.",39,560
"Not Giving R of W to Veh.",2,25
"OBSTRUCTED PLATE",1,23
"One Way Street",0,4
"Pavement Markings",25,148
"Safety Belt",45,644
"School Bus, Passing Stopped",1,15
Speeding,59,728
Spillback,0,6
"Tinted Windows",116,1118
"Truck Routes",17,137
U-Turn,0,25
Uninspected,0,4
Uninsured,41,325
"Unlicensed Operator",52,523
Unregistered,4,49
"Unsafe Lane Change",1,11
"Other Movers",49,577
"068TOTAL Movers ",675,7601
,,
"* All figures are preliminary and subject to change.",,
