"Moving Violations",,
"Brooklyn North",,
"November ",,
pbbnsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",10,148
"Brake Lights (Defect.or Improper)",101,1267
"Bus Lane, Driving in",0,24
"Cell Phone",645,8406
"Commercial Veh on Pkwy",0,27
"Defective Brakes",0,26
"Disobey Steady Red Signal",1199,11990
"Disobey Traffic Control Device",2452,24873
"Equipment (Other)",43,653
"Fail to Keep Right",0,28
"Fail to Signal",213,2180
"Following Too Closely",1,40
"Headlights (Defect. or Improper)",126,1293
"Improper Lights",3,36
"Improper Passing",52,439
"Improper Turn",697,7389
"Improper/Missing Plates",28,473
"Lamps and Other Equipment on Bicycle",12,125
"Not Giving R of W to Pedes.",517,4378
"Not Giving R of W to Veh.",30,279
"OBSTRUCTED PLATE",20,452
"One Way Street",87,1052
"Pavement Markings",201,1003
"Safety Belt",1071,11290
"School Bus, Passing Stopped",1,238
Speeding,688,6776
Spillback,7,118
"Tinted Windows",621,7688
"Truck Routes",64,413
U-Turn,12,149
Uninspected,26,333
Uninsured,195,2761
"Unlicensed Operator",515,6519
Unregistered,106,1538
"Unsafe Lane Change",5,120
"Other Movers",1093,11536
"PBBNTOTAL Movers ",10841,116060
,,
"* All figures are preliminary and subject to change.",,
