"Moving Violations",,
"62nd Precinct",,
"November ",,
062sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",2,30
"Bus Lane, Driving in",0,0
"Cell Phone",72,695
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",102,1178
"Disobey Traffic Control Device",263,2567
"Equipment (Other)",11,113
"Fail to Keep Right",0,2
"Fail to Signal",40,580
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",3,18
"Improper Lights",0,2
"Improper Passing",5,75
"Improper Turn",52,424
"Improper/Missing Plates",6,29
"Lamps and Other Equipment on Bicycle",0,1
"Not Giving R of W to Pedes.",38,594
"Not Giving R of W to Veh.",1,25
"OBSTRUCTED PLATE",4,31
"One Way Street",11,168
"Pavement Markings",7,118
"Safety Belt",73,701
"School Bus, Passing Stopped",0,22
Speeding,40,747
Spillback,2,18
"Tinted Windows",74,877
"Truck Routes",4,42
U-Turn,2,26
Uninspected,1,7
Uninsured,16,179
"Unlicensed Operator",80,825
Unregistered,11,124
"Unsafe Lane Change",2,15
"Other Movers",78,848
"062TOTAL Movers ",1000,11088
,,
"* All figures are preliminary and subject to change.",,
