"Moving Violations",,
"102nd Precinct",,
"November ",,
102sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,3
"Brake Lights (Defect.or Improper)",0,1
"Bus Lane, Driving in",0,0
"Cell Phone",54,818
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",43,645
"Disobey Traffic Control Device",149,1853
"Equipment (Other)",0,29
"Fail to Keep Right",0,0
"Fail to Signal",9,117
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,4
"Improper Lights",18,246
"Improper Passing",0,12
"Improper Turn",67,746
"Improper/Missing Plates",1,12
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",49,607
"Not Giving R of W to Veh.",1,35
"OBSTRUCTED PLATE",3,40
"One Way Street",0,3
"Pavement Markings",1,5
"Safety Belt",102,1278
"School Bus, Passing Stopped",0,10
Speeding,98,712
Spillback,0,4
"Tinted Windows",21,320
"Truck Routes",0,8
U-Turn,0,10
Uninspected,0,14
Uninsured,15,247
"Unlicensed Operator",47,693
Unregistered,3,107
"Unsafe Lane Change",0,11
"Other Movers",51,777
"102TOTAL Movers ",732,9367
,,
"* All figures are preliminary and subject to change.",,
