"Moving Violations",,
"17th Precinct",,
"     May ",,
017sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",1,9
"Brake Lights (Defect.or Improper)",24,133
"Bus Lane, Driving in",0,6
"Cell Phone",68,175
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",100,266
"Disobey Traffic Control Device",54,392
"Equipment (Other)",8,24
"Fail to Keep Right",2,4
"Fail to Signal",93,468
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",7,30
"Improper Lights",0,0
"Improper Passing",0,157
"Improper Turn",155,813
"Improper/Missing Plates",0,2
"Not Giving R of W to Pedes.",19,124
"Not Giving R of W to Veh.",0,0
"One Way Street",4,14
"Pavement Markings",49,498
"Safety Belt",29,77
"School Bus, Passing Stopped",0,3
Speeding,11,41
Spillback,21,29
"Tinted Windows",9,16
"Truck Routes",0,0
U-Turn,3,9
Uninspected,1,1
Uninsured,13,75
"Unlicensed Operator",8,52
Unregistered,2,8
"Unsafe Lane Change",138,764
"Other Movers",92,259
"017    TOTAL Movers ",911,4450
"* All figures are preliminary and subject to change.",,
