100th Precinct,,
     May ,,
100sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,0,3
Brake Lights (Defect.or Improper),46,142
"Bus Lane, Driving in",0,0
Cell Phone,40,151
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,16,92
Disobey Traffic Control Device,93,385
Equipment (Other),0,4
Fail to Keep Right,0,0
Fail to Signal,14,30
Following Too Closely,0,0
Headlights (Defect. or Improper),0,1
Improper Lights,0,0
Improper Passing,3,36
Improper Turn,32,131
Improper/Missing Plates,0,0
Not Giving R of W to Pedes.,0,4
Not Giving R of W to Veh.,1,7
One Way Street,0,0
Pavement Markings,0,0
Safety Belt,38,96
"School Bus, Passing Stopped",0,3
Speeding,62,184
Spillback,0,0
Tinted Windows,56,236
Truck Routes,0,0
U-Turn,0,0
Uninspected,1,3
Uninsured,37,136
Unlicensed Operator,75,188
Unregistered,5,18
Unsafe Lane Change,0,0
Other Movers,87,185
100    TOTAL Movers ,606,2035
