"Moving Violations",,
"70th Precinct",,
"     May ",,
070sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,17
"Brake Lights (Defect.or Improper)",0,3
"Bus Lane, Driving in",0,0
"Cell Phone",146,711
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",71,321
"Disobey Traffic Control Device",180,1004
"Equipment (Other)",45,105
"Fail to Keep Right",0,0
"Fail to Signal",0,10
"Following Too Closely",1,5
"Headlights (Defect. or Improper)",0,2
"Improper Lights",6,60
"Improper Passing",14,97
"Improper Turn",147,1072
"Improper/Missing Plates",1,10
"Not Giving R of W to Pedes.",55,464
"Not Giving R of W to Veh.",16,83
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",314,1101
"School Bus, Passing Stopped",7,26
Speeding,40,171
Spillback,2,17
"Tinted Windows",95,694
"Truck Routes",2,5
U-Turn,0,0
Uninspected,4,11
Uninsured,65,328
"Unlicensed Operator",101,539
Unregistered,16,65
"Unsafe Lane Change",30,142
"Other Movers",88,257
"070    TOTAL Movers ",1446,7320
"* All figures are preliminary and subject to change.",,
