"Moving Violations",,
"110th Precinct",,
"     May ",,
110sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,3
"Brake Lights (Defect.or Improper)",3,19
"Bus Lane, Driving in",0,0
"Cell Phone",207,719
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",21,149
"Disobey Traffic Control Device",93,635
"Equipment (Other)",1,7
"Fail to Keep Right",0,0
"Fail to Signal",13,80
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",2,31
"Improper Lights",0,11
"Improper Passing",3,5
"Improper Turn",2,62
"Improper/Missing Plates",5,11
"Not Giving R of W to Pedes.",34,405
"Not Giving R of W to Veh.",0,4
"One Way Street",7,19
"Pavement Markings",2,12
"Safety Belt",250,934
"School Bus, Passing Stopped",10,58
Speeding,65,525
Spillback,0,1
"Tinted Windows",31,133
"Truck Routes",4,38
U-Turn,3,5
Uninspected,12,17
Uninsured,33,103
"Unlicensed Operator",155,566
Unregistered,30,47
"Unsafe Lane Change",1,2
"Other Movers",114,238
"110    TOTAL Movers ",1101,4839
"* All figures are preliminary and subject to change.",,
