"Moving Violations",,
"50th Precinct",,
"     May ",,
050sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",11,41
"Bus Lane, Driving in",0,0
"Cell Phone",56,178
"Commercial Veh on Pkwy",1,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",14,58
"Disobey Traffic Control Device",121,1060
"Equipment (Other)",3,5
"Fail to Keep Right",1,3
"Fail to Signal",5,37
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",3,34
"Improper Lights",0,7
"Improper Passing",1,2
"Improper Turn",112,334
"Improper/Missing Plates",4,9
"Not Giving R of W to Pedes.",10,159
"Not Giving R of W to Veh.",1,5
"One Way Street",0,2
"Pavement Markings",1,3
"Safety Belt",81,325
"School Bus, Passing Stopped",0,8
Speeding,37,205
Spillback,0,0
"Tinted Windows",50,328
"Truck Routes",1,1
U-Turn,0,11
Uninspected,3,13
Uninsured,13,85
"Unlicensed Operator",24,113
Unregistered,5,11
"Unsafe Lane Change",0,3
"Other Movers",23,72
"050    TOTAL Movers ",582,3116
"* All figures are preliminary and subject to change.",,
