28th Precinct,,
  August ,,
"","",""
Backing Unsafely,0,4
Bike Lane,0,0
Bus Lane,0,100
Cell Phone,75,599
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,327,2082
Driving Too Slow,0,0
Equipment,23,147
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,1
Fail to yield Right of Way to Pedestrian,59,652
Failure to Signal,3,10
Failure to yield Right of Way to Vehicle,0,1
Following Too Closely,0,0
Improper Passing,0,7
Improper Taxi Pickup,0,1
Improper Turn,128,1179
Improper/Missing Plates,1,7
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),3,5
Not Giving R of W to Veh.,1,6
Obstructed Plate,1,5
One Way Street,0,8
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,1
Red Light,101,1016
School Bus,0,6
Scooter In NYC,0,0
Seat Belt,93,862
Speeding,52,443
Spillback,0,1
TBTA Rule,0,0
Tints,3,92
TLC (Other),0,0
Truck Route,0,0
Uninspected,1,9
Uninsured,4,56
Unlicensed Operator,39,232
Unregistered,5,28
Unsafe Lane Change,0,1
Other Movers,59,403
028TOTAL Movers ,978,7964
