Bronx,,
Backing Unsafely,15,239
Brake Lights (Defect.or Improper),214,2711
"Bus Lane, Driving in",19,154
Cell Phone,559,8712
Commercial Veh on Pkwy,1,45
Defective Brakes,1,24
Disobey Steady Red Signal,706,7459
Disobey Traffic Control Device,2351,26378
Equipment (Other),21,468
Fail to Keep Right,5,64
Fail to Signal,229,2392
Following Too Closely,5,63
Headlights (Defect. or Improper),233,2477
Improper Lights,8,93
Improper Passing,18,301
Improper Turn,1015,13594
Improper/Missing Plates,43,608
Lamps and Other Equipment on Bicycle,1,13
Not Giving R of W to Pedes.,572,6568
Not Giving R of W to Veh.,41,423
OBSTRUCTED PLATE,52,1096
One Way Street,21,247
Pavement Markings,235,2057
Safety Belt,628,9167
"School Bus, Passing Stopped",33,623
Speeding,1038,12949
Spillback,19,169
Tinted Windows,1036,15065
Truck Routes,13,190
U-Turn,36,378
Uninspected,26,452
Uninsured,323,4941
Unlicensed Operator,701,9188
Unregistered,172,2614
Unsafe Lane Change,57,829
Other Movers,541,8021
TOTAL Movers,10988,140772
