"Moving Violations",,
Citywide,,
"   April ",,
citysum,,
"Offense Description","MTD 2015  ","YTD 2015  "
"Backing Unsafely",134,547
"Brake Lights (Defect.or Improper)",1321,5985
"Bus Lane, Driving in",343,1019
"Cell Phone",7394,26697
"Commercial Veh on Pkwy",120,450
"Defective Brakes",16,56
"Disobey Steady Red Signal",4158,15698
"Disobey Traffic Control Device",16669,57802
"Equipment (Other)",747,2509
"Fail to Keep Right",25,130
"Fail to Signal",2155,8984
"Following Too Closely",131,499
"Headlights (Defect. or Improper)",1022,6173
"Improper Lights",168,886
"Improper Passing",374,1319
"Improper Turn",7401,25790
"Improper/Missing Plates",374,1110
"Not Giving R of W to Pedes.",3385,12477
"Not Giving R of W to Veh.",296,1169
"One Way Street",335,1033
"Pavement Markings",1344,5318
"Safety Belt",7293,25050
"School Bus, Passing Stopped",1271,1718
Speeding,12419,42191
Spillback,274,990
"Tinted Windows",6928,27303
"Truck Routes",370,1228
U-Turn,387,1948
Uninspected,293,1125
Uninsured,2797,11168
"Unlicensed Operator",4684,17100
Unregistered,959,3453
"Unsafe Lane Change",581,2257
"Other Movers",6209,21177
"TOTAL Movers ",92377,332359
,,
"* All figures are preliminary and subject to change.",,
