105th Precinct,,
   April ,,
105sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,0,2
Brake Lights (Defect.or Improper),22,95
"Bus Lane, Driving in",0,0
Cell Phone,68,258
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,14,43
Disobey Traffic Control Device,152,584
Equipment (Other),0,1
Fail to Keep Right,0,0
Fail to Signal,29,86
Following Too Closely,0,1
Headlights (Defect. or Improper),9,73
Improper Lights,0,0
Improper Passing,0,4
Improper Turn,81,224
Improper/Missing Plates,2,11
Not Giving R of W to Pedes.,27,48
Not Giving R of W to Veh.,1,4
One Way Street,1,2
Pavement Markings,55,255
Safety Belt,114,474
"School Bus, Passing Stopped",3,3
Speeding,119,170
Spillback,0,0
Tinted Windows,97,408
Truck Routes,0,4
U-Turn,2,28
Uninspected,5,28
Uninsured,63,243
Unlicensed Operator,56,217
Unregistered,13,45
Unsafe Lane Change,2,6
Other Movers,104,234
105    TOTAL Movers ,1039,3551
