"Moving Violations",,
"7th Precinct",,
"   April ",,
007sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",1,3
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",89,348
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",48,183
"Disobey Traffic Control Device",169,644
"Equipment (Other)",0,0
"Fail to Keep Right",0,1
"Fail to Signal",16,81
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",0,0
"Improper Lights",20,111
"Improper Passing",1,6
"Improper Turn",102,311
"Improper/Missing Plates",0,3
"Not Giving R of W to Pedes.",27,89
"Not Giving R of W to Veh.",0,1
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",74,251
"School Bus, Passing Stopped",3,7
Speeding,26,44
Spillback,7,17
"Tinted Windows",20,70
"Truck Routes",1,12
U-Turn,0,0
Uninspected,0,1
Uninsured,15,63
"Unlicensed Operator",12,46
Unregistered,2,5
"Unsafe Lane Change",11,47
"Other Movers",18,87
"007    TOTAL Movers ",662,2434
"* All figures are preliminary and subject to change.",,
