
"Brooklyn North",,

"
Backing Unsafely","
31",""
,,351
"Brake Lights (Defect.or  Improper)",460,5228
"Bus Lane, Driving in",0,0
"Cell Phone",958,16424
"Commercial Veh on Pkwy",3,8
"Defective Brakes",6,57
"Disobey Sign",1205,15560
"Equipment (Other)",40,461
"Fail to Keep Right",4,35
"Fail to Signal",175,2967
"Fail to Stop on Signal",473,5764
"Following Too Closely",5,70
"Headlights (Defect. or Improper)",712,7516
"Improper Lights",13,912
"Improper Passing",53,864
"Improper Turn",467,5291
"Improper/Missing Plates",45,487
"Not Giving R of W to Pedes.",64,673
"Not Giving R of W to Veh.",29,303
"One Way Street",59,996
"Pavement Markings",346,3465
"Safety Belt",752,13976
"School Bus, Passing Stopped",6,150
Speeding,171,3005
Spillback,19,298
"Tinted Windows",763,11540
"Truck Routes",45,624
U-Turn,79,339
Uninspected,58,951
Uninsured,691,9318
"Unlicensed Operator",577,8474
Unregistered,174,2301
"Unsafe Lane Change",11,144
"Other Movers
TOTAL Movers","586
9080",7916
,,126468

