Brooklyn North,,
Backing Unsafely,7,71
Bike Lane,72,463
Bus Lane,21,202
Cell Phone,146,2692
Commercial Veh on Pkwy,1,52
Cruising For Passengers,0,3
Disobey Traffic Control Device,1655,20417
Driving Too Slow,0,3
Equipment,211,3198
Equipment (Other),0,7
Excessive Noise,0,0
Fail to Keep Right,0,9
Fail to yield Right of Way to Pedestrian,525,5433
Failure to Signal,175,2038
Failure to yield Right of Way to Vehicle,3,13
Following Too Closely,3,28
Improper Passing,31,524
Improper Taxi Pickup,1,7
Improper Turn,366,5182
Improper/Missing Plates,4,85
Lamps and Other Equipment on Bicycle,0,6
Motorcycle (Other),9,204
Not Giving R of W to Veh.,23,100
Obstructed Plate,41,616
One Way Street,37,605
Overheight,0,0
Overlength,0,0
Overweight,0,1
Overwidth,0,0
Pavement Markings,1,11
Red Light,804,9367
School Bus,19,137
Scooter In NYC,0,6
Seat Belt,356,6018
Speeding,463,4885
Spillback,5,50
TBTA Rule,0,0
Tints,250,4030
TLC (Other),0,0
Truck Route,7,316
Uninspected,15,213
Uninsured,83,1174
Unlicensed Operator,362,5191
Unregistered,86,1184
Unsafe Lane Change,10,110
Other Movers,502,8160
TOTAL Movers,6294,82811
