Bronx,,
Backing Unsafely,10,151
Bike Lane,13,145
Bus Lane,16,367
Cell Phone,287,5489
Commercial Veh on Pkwy,1,23
Cruising For Passengers,0,0
Disobey Traffic Control Device,1797,25162
Driving Too Slow,0,1
Equipment,279,4147
Equipment (Other),0,3
Excessive Noise,0,1
Fail to Keep Right,1,17
Fail to yield Right of Way to Pedestrian,1229,9620
Failure to Signal,108,1945
Failure to yield Right of Way to Vehicle,1,3
Following Too Closely,30,107
Improper Passing,28,226
Improper Taxi Pickup,0,6
Improper Turn,886,11356
Improper/Missing Plates,14,258
Lamps and Other Equipment on Bicycle,0,19
Motorcycle (Other),3,143
Not Giving R of W to Veh.,14,186
Obstructed Plate,100,1536
One Way Street,33,509
Overheight,0,0
Overlength,0,3
Overweight,0,0
Overwidth,0,0
Pavement Markings,2,39
Red Light,458,6772
School Bus,38,467
Scooter In NYC,0,22
Seat Belt,296,6990
Speeding,1215,12950
Spillback,1,88
TBTA Rule,0,0
Tints,363,6076
TLC (Other),0,0
Truck Route,3,111
Uninspected,31,402
Uninsured,150,2400
Unlicensed Operator,636,8163
Unregistered,162,2435
Unsafe Lane Change,54,636
Other Movers,572,8463
TOTAL Movers,8831,117437
