Staten Island,,
Backing Unsafely,2,5
Brake Lights (Defect.or  Improper),218,445
"Bus Lane, Driving in",0,0
Cell Phone,496,974
Commercial Veh on Pkwy,3,8
Defective Brakes,0,3
Disobey Sign,229,439
Equipment (Other),88,150
Fail to Keep Right,1,4
Fail to Signal,139,212
Fail to Stop on Signal,163,291
Following Too Closely,10,12
Headlights (Defect. or Improper),215,474
Improper Lights,33,45
Improper Passing,8,21
Improper Turn,58,95
Improper/Missing Plates,28,60
Not Giving R of W to Pedes.,7,19
Not Giving R of W to Veh.,22,32
One Way Street,17,28
Pavement Markings,89,197
Safety Belt,510,929
"School Bus, Passing Stopped",26,37
Speeding,398,747
Spillback,5,7
Tinted Windows,385,769
Truck Routes,2,4
U-Turn,26,37
Uninspected,54,147
Uninsured,291,578
Unlicensed Operator,369,642
Unregistered,80,137
Unsafe Lane Change,10,20
Other Movers,241,490
TOTAL Movers,4223,8058
