28th Precinct,,
November ,,
028sum,,
"",MTD   2014,YTD   2014
Backing Unsafely,2,11
Brake Lights (Defect.or Improper),9,121
"Bus Lane, Driving in",0,18
Cell Phone,48,1218
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Sign,207,1452
Equipment (Other),8,74
Fail to Keep Right,0,17
Fail to Signal,6,85
Fail to Stop on Signal,73,1009
Following Too Closely,1,5
Headlights (Defect. or Improper),40,113
Improper Lights,0,0
Improper Passing,0,11
Improper Turn,56,659
Improper/Missing Plates,0,3
Not Giving R of W to Pedes.,65,495
Not Giving R of W to Veh.,8,119
One Way Street,1,13
Pavement Markings,2,36
Safety Belt,81,1210
"School Bus, Passing Stopped",1,14
Speeding,60,515
Spillback,2,37
Tinted Windows,7,259
Truck Routes,17,106
U-Turn,37,452
Uninspected,3,68
Uninsured,19,170
Unlicensed Operator,30,231
Unregistered,4,73
Unsafe Lane Change,4,31
Other Movers,51,607
028    TOTAL Movers ,842,9232
