"Moving Violations",,
Citywide,,
"    June ",,
"Offense Description","MTD 2019","YTD 2019"
"Backing Unsafely",56,447
"Bike Lane",74,368
"Bus Lane",457,3308
"Cell Phone",3385,20983
"Commercial Veh on Pkwy",240,1588
"Cruising For Passengers",5,48
"Disobey Traffic Control Device",15342,111027
"Driving Too Slow",6,32
Equipment,2873,16083
"Equipment (Other)",11,45
"Excessive Noise",0,1
"Fail to Keep Right",13,58
"Fail to yield Right of Way to Pedestrian",5208,32383
"Failure to Signal",1422,9944
"Failure to yield Right of Way to Vehicle",14,43
"Following Too Closely",76,520
"Improper Passing",311,1440
"Improper Taxi Pickup",136,1098
"Improper Turn",6857,46541
"Improper/Missing Plates",149,697
"Lamps and Other Equipment on Bicycle",11,56
"Motorcycle (Other)",421,1243
"Not Giving R of W to Veh.",127,817
"Obstructed Plate",799,4916
"One Way Street",462,3253
Overheight,13,61
Overlength,4,30
Overweight,11,70
Overwidth,0,0
"Pavement Markings",38,197
"Red Light",5933,37479
"School Bus",103,1552
"Scooter In NYC",21,36
"Seat Belt",7062,38055
Speeding,11993,79008
Spillback,362,4556
"TBTA Rule",0,2
Tints,3047,28513
"TLC (Other)",0,29
"Truck Route",117,915
Uninspected,324,1684
Uninsured,950,6415
"Unlicensed Operator",4366,27199
Unregistered,1003,5857
"Unsafe Lane Change",411,2457
"Other Movers",8016,49013
"CitywideTOTAL Movers ",82229,540067
"* All figures are preliminary and subject to change.",,
