Backing Unsafely,49,612
Bike Lane,44,366
Bus Lane,72,1081
Cell Phone,3230,35853
Commercial Veh on Pkwy,11,222
Cruising For Passengers,0,11
Disobey Traffic Control Device,12437,132486
Driving Too Slow,1,22
Equipment,1779,19372
Equipment (Other),4,35
Excessive Noise,0,3
Fail to Keep Right,11,95
Fail to yield Right of Way to Pedestrian,3382,38940
Failure to Signal,1093,13252
Following Too Closely,21,189
Improper Passing,146,1563
Improper Taxi Pickup,18,374
Improper Turn,5205,58164
Improper/Missing Plates,71,870
Lamps and Other Equipment on Bicycle,6,77
Motorcycle (Other),108,902
Not Giving R of W to Veh.,80,954
Obstructed Plate,492,5316
One Way Street,342,3661
Overheight,2,4
Overlength,3,29
Overweight,0,1
Overwidth,0,0
Pavement Markings,10,146
Red Light,5174,52454
School Bus,106,1386
Scooter In NYC,0,9
Seat Belt,5212,54657
Speeding,5278,51926
Spillback,53,722
TBTA Rule,0,0
Tints,2378,31180
TLC (Other),0,1
Truck Route,104,1452
Uninspected,154,2312
Uninsured,826,9913
Unlicensed Operator,3349,34630
Unregistered,599,6771
Unsafe Lane Change,196,2301
Other Movers,5633,57475
TOTAL Movers,57679,621789
Patrol Bureau,,
