"Moving Violations",,
Bronx,,
"    July ",,
"Offense Description","MTD 2019","YTD 2019"
"Backing Unsafely",17,121
"Bike Lane",67,103
"Bus Lane",21,293
"Cell Phone",607,4031
"Commercial Veh on Pkwy",1,21
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",2400,18197
"Driving Too Slow",0,1
Equipment,473,3049
"Equipment (Other)",0,2
"Excessive Noise",0,1
"Fail to Keep Right",3,15
"Fail to yield Right of Way to Pedestrian",443,4507
"Failure to Signal",240,1400
"Failure to yield Right of Way to Vehicle",0,0
"Following Too Closely",3,43
"Improper Passing",22,131
"Improper Taxi Pickup",0,2
"Improper Turn",939,8084
"Improper/Missing Plates",30,166
"Lamps and Other Equipment on Bicycle",1,15
"Motorcycle (Other)",30,97
"Not Giving R of W to Veh.",19,134
"Obstructed Plate",168,1096
"One Way Street",57,395
Overheight,0,0
Overlength,1,2
Overweight,0,0
Overwidth,0,0
"Pavement Markings",6,30
"Red Light",700,4840
"School Bus",13,358
"Scooter In NYC",9,18
"Seat Belt",888,5109
Speeding,900,8297
Spillback,6,69
"TBTA Rule",0,0
Tints,593,4686
"TLC (Other)",0,0
"Truck Route",8,103
Uninspected,57,243
Uninsured,234,1716
"Unlicensed Operator",783,5605
Unregistered,285,1659
"Unsafe Lane Change",52,438
"Other Movers",929,5709
"PBBXTOTAL Movers ",11005,80786
"* All figures are preliminary and subject to change.",,
