Manhattan North,,
Backing Unsafely,18,39
Brake Lights (Defect.or Improper),111,237
"Bus Lane, Driving in",23,50
Cell Phone,868,1490
Commercial Veh on Pkwy,2,17
Defective Brakes,0,0
Disobey Steady Red Signal,741,1376
Disobey Traffic Control Device,2071,3836
Equipment (Other),68,104
Fail to Keep Right,1,3
Fail to Signal,117,222
Following Too Closely,3,6
Headlights (Defect. or Improper),113,242
Improper Lights,1,4
Improper Passing,17,29
Improper Turn,1507,2736
Improper/Missing Plates,114,189
Not Giving R of W to Pedes.,717,1183
Not Giving R of W to Veh.,13,27
One Way Street,36,75
Pavement Markings,195,373
Safety Belt,389,717
"School Bus, Passing Stopped",31,149
Speeding,286,583
Spillback,4,7
Tinted Windows,553,1157
Truck Routes,50,123
U-Turn,58,109
Uninspected,42,81
Uninsured,187,346
Unlicensed Operator,298,573
Unregistered,74,147
Unsafe Lane Change,37,66
Other Movers,391,697
TOTAL Movers,9136,16993
