"Moving Violations",,
"26th Precinct",,
September,,
026sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,3
"Brake Lights (Defect.or Improper)",2,57
"Bus Lane, Driving in",0,0
"Cell Phone",23,433
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",17,284
"Disobey Traffic Control Device",82,949
"Equipment (Other)",5,49
"Fail to Keep Right",0,4
"Fail to Signal",42,130
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",2,78
"Improper Lights",5,5
"Improper Passing",3,11
"Improper Turn",67,664
"Improper/Missing Plates",3,77
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",61,638
"Not Giving R of W to Veh.",2,6
"OBSTRUCTED PLATE",4,133
"One Way Street",2,8
"Pavement Markings",76,597
"Safety Belt",10,168
"School Bus, Passing Stopped",1,12
Speeding,57,586
Spillback,0,0
"Tinted Windows",7,219
"Truck Routes",0,0
U-Turn,0,18
Uninspected,4,39
Uninsured,2,103
"Unlicensed Operator",29,293
Unregistered,4,47
"Unsafe Lane Change",1,7
"Other Movers",58,518
"026TOTAL Movers ",569,6138
,,
"* All figures are preliminary and subject to change.",,
