"Moving Violations",,
"75th Precinct",,
September,,
075sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,11
"Brake Lights (Defect.or Improper)",0,68
"Bus Lane, Driving in",0,9
"Cell Phone",93,892
"Commercial Veh on Pkwy",0,3
"Defective Brakes",0,1
"Disobey Steady Red Signal",122,1484
"Disobey Traffic Control Device",112,1404
"Equipment (Other)",20,142
"Fail to Keep Right",2,11
"Fail to Signal",13,233
"Following Too Closely",2,21
"Headlights (Defect. or Improper)",4,68
"Improper Lights",0,0
"Improper Passing",9,59
"Improper Turn",108,1283
"Improper/Missing Plates",2,18
"Lamps and Other Equipment on Bicycle",0,21
"Not Giving R of W to Pedes.",41,972
"Not Giving R of W to Veh.",13,105
"OBSTRUCTED PLATE",8,117
"One Way Street",0,1
"Pavement Markings",0,7
"Safety Belt",242,1403
"School Bus, Passing Stopped",0,18
Speeding,92,1449
Spillback,1,12
"Tinted Windows",21,322
"Truck Routes",0,0
U-Turn,0,0
Uninspected,11,61
Uninsured,27,210
"Unlicensed Operator",111,976
Unregistered,20,201
"Unsafe Lane Change",1,32
"Other Movers",193,1301
"075TOTAL Movers ",1268,12915
,,
"* All figures are preliminary and subject to change.",,
