"Moving Violations",,
"90th Precinct",,
September,,
090sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,12
"Brake Lights (Defect.or Improper)",0,35
"Bus Lane, Driving in",0,0
"Cell Phone",51,540
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",86,914
"Disobey Traffic Control Device",121,1173
"Equipment (Other)",1,6
"Fail to Keep Right",0,0
"Fail to Signal",10,72
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,47
"Improper Lights",0,0
"Improper Passing",5,33
"Improper Turn",73,744
"Improper/Missing Plates",0,2
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",50,291
"Not Giving R of W to Veh.",0,16
"OBSTRUCTED PLATE",2,22
"One Way Street",70,759
"Pavement Markings",0,0
"Safety Belt",99,1141
"School Bus, Passing Stopped",2,17
Speeding,17,366
Spillback,0,3
"Tinted Windows",53,559
"Truck Routes",5,18
U-Turn,1,12
Uninspected,0,5
Uninsured,11,145
"Unlicensed Operator",6,305
Unregistered,4,64
"Unsafe Lane Change",1,4
"Other Movers",102,1038
"090TOTAL Movers ",770,8344
,,
"* All figures are preliminary and subject to change.",,
