"Moving Violations",,
"47th Precinct",,
September,,
047sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,4
"Brake Lights (Defect.or Improper)",24,229
"Bus Lane, Driving in",0,0
"Cell Phone",75,823
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",29,348
"Disobey Traffic Control Device",95,1269
"Equipment (Other)",0,0
"Fail to Keep Right",0,3
"Fail to Signal",1,1
"Following Too Closely",0,6
"Headlights (Defect. or Improper)",29,286
"Improper Lights",0,0
"Improper Passing",0,23
"Improper Turn",97,963
"Improper/Missing Plates",0,5
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",17,255
"Not Giving R of W to Veh.",5,39
"OBSTRUCTED PLATE",15,197
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",64,560
"School Bus, Passing Stopped",0,18
Speeding,19,438
Spillback,0,0
"Tinted Windows",79,1181
"Truck Routes",0,0
U-Turn,0,0
Uninspected,1,46
Uninsured,35,586
"Unlicensed Operator",61,628
Unregistered,13,247
"Unsafe Lane Change",3,15
"Other Movers",48,588
"047TOTAL Movers ",712,8758
,,
"* All figures are preliminary and subject to change.",,
