"Moving Violations",,
"105th Precinct",,
September,,
105sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,7
"Brake Lights (Defect.or Improper)",2,40
"Bus Lane, Driving in",0,0
"Cell Phone",75,793
"Commercial Veh on Pkwy",0,5
"Defective Brakes",0,0
"Disobey Steady Red Signal",28,182
"Disobey Traffic Control Device",241,2359
"Equipment (Other)",0,8
"Fail to Keep Right",0,3
"Fail to Signal",5,129
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",3,42
"Improper Lights",0,1
"Improper Passing",1,18
"Improper Turn",11,278
"Improper/Missing Plates",0,43
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",8,244
"Not Giving R of W to Veh.",1,11
"OBSTRUCTED PLATE",0,4
"One Way Street",0,5
"Pavement Markings",35,450
"Safety Belt",74,931
"School Bus, Passing Stopped",0,19
Speeding,75,781
Spillback,0,2
"Tinted Windows",31,897
"Truck Routes",2,117
U-Turn,0,47
Uninspected,2,21
Uninsured,7,171
"Unlicensed Operator",39,546
Unregistered,3,64
"Unsafe Lane Change",0,20
"Other Movers",69,824
"105TOTAL Movers ",712,9064
,,
"* All figures are preliminary and subject to change.",,
