"Moving Violations",,
"62nd Precinct",,
September,,
062sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",5,28
"Bus Lane, Driving in",0,0
"Cell Phone",61,574
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",69,965
"Disobey Traffic Control Device",192,2089
"Equipment (Other)",16,91
"Fail to Keep Right",0,2
"Fail to Signal",48,507
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",3,14
"Improper Lights",0,1
"Improper Passing",2,68
"Improper Turn",27,333
"Improper/Missing Plates",5,21
"Lamps and Other Equipment on Bicycle",1,1
"Not Giving R of W to Pedes.",35,519
"Not Giving R of W to Veh.",2,23
"OBSTRUCTED PLATE",2,23
"One Way Street",15,148
"Pavement Markings",12,103
"Safety Belt",60,562
"School Bus, Passing Stopped",0,19
Speeding,35,626
Spillback,1,13
"Tinted Windows",48,730
"Truck Routes",0,30
U-Turn,2,22
Uninspected,2,6
Uninsured,23,151
"Unlicensed Operator",62,670
Unregistered,15,104
"Unsafe Lane Change",2,13
"Other Movers",65,708
"062TOTAL Movers ",810,9171
,,
"* All figures are preliminary and subject to change.",,
