"Moving Violations",,
"Manhattan North",,
September,,
pbmnsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",12,116
"Brake Lights (Defect.or Improper)",54,616
"Bus Lane, Driving in",9,37
"Cell Phone",672,7301
"Commercial Veh on Pkwy",1,9
"Defective Brakes",1,8
"Disobey Steady Red Signal",765,7881
"Disobey Traffic Control Device",2009,17924
"Equipment (Other)",180,1344
"Fail to Keep Right",0,20
"Fail to Signal",118,932
"Following Too Closely",0,12
"Headlights (Defect. or Improper)",48,486
"Improper Lights",8,33
"Improper Passing",15,146
"Improper Turn",1650,16543
"Improper/Missing Plates",27,329
"Lamps and Other Equipment on Bicycle",4,20
"Not Giving R of W to Pedes.",617,7392
"Not Giving R of W to Veh.",7,85
"OBSTRUCTED PLATE",38,525
"One Way Street",36,209
"Pavement Markings",173,1749
"Safety Belt",456,4485
"School Bus, Passing Stopped",128,370
Speeding,637,6088
Spillback,2,28
"Tinted Windows",281,3076
"Truck Routes",15,166
U-Turn,17,334
Uninspected,26,316
Uninsured,96,1200
"Unlicensed Operator",260,2814
Unregistered,52,613
"Unsafe Lane Change",17,216
"Other Movers",463,4186
"PBMNTOTAL Movers ",8894,87609
,,
"* All figures are preliminary and subject to change.",,
