"Moving Violations",,
"46th Precinct",,
September,,
046sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",3,22
"Brake Lights (Defect.or Improper)",35,212
"Bus Lane, Driving in",1,10
"Cell Phone",42,563
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,5
"Disobey Steady Red Signal",91,719
"Disobey Traffic Control Device",316,2304
"Equipment (Other)",0,11
"Fail to Keep Right",0,0
"Fail to Signal",21,111
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",16,151
"Improper Lights",0,3
"Improper Passing",1,3
"Improper Turn",111,973
"Improper/Missing Plates",11,67
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",87,417
"Not Giving R of W to Veh.",1,11
"OBSTRUCTED PLATE",1,92
"One Way Street",0,3
"Pavement Markings",4,60
"Safety Belt",70,586
"School Bus, Passing Stopped",2,12
Speeding,77,870
Spillback,0,0
"Tinted Windows",185,1900
"Truck Routes",0,2
U-Turn,7,42
Uninspected,5,33
Uninsured,52,548
"Unlicensed Operator",83,754
Unregistered,19,185
"Unsafe Lane Change",1,18
"Other Movers",181,1287
"046TOTAL Movers ",1423,11976
,,
"* All figures are preliminary and subject to change.",,
