"Moving Violations",,
"63rd Precinct",,
September,,
063sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,2
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,5
"Cell Phone",106,918
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",25,322
"Disobey Traffic Control Device",128,1457
"Equipment (Other)",0,40
"Fail to Keep Right",0,0
"Fail to Signal",7,51
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",0,1
"Improper Lights",0,2
"Improper Passing",0,5
"Improper Turn",6,250
"Improper/Missing Plates",0,12
"Lamps and Other Equipment on Bicycle",0,3
"Not Giving R of W to Pedes.",16,294
"Not Giving R of W to Veh.",0,0
"OBSTRUCTED PLATE",6,60
"One Way Street",0,1
"Pavement Markings",0,17
"Safety Belt",17,192
"School Bus, Passing Stopped",0,7
Speeding,22,425
Spillback,0,2
"Tinted Windows",29,413
"Truck Routes",0,0
U-Turn,0,1
Uninspected,0,3
Uninsured,6,28
"Unlicensed Operator",23,253
Unregistered,3,27
"Unsafe Lane Change",1,9
"Other Movers",113,957
"063TOTAL Movers ",510,5759
,,
"* All figures are preliminary and subject to change.",,
