Queens South,,
pbqssum,,
"","",""
Backing Unsafely,2,55
Brake Lights (Defect.or Improper),17,356
"Bus Lane, Driving in",0,0
Cell Phone,403,4172
Commercial Veh on Pkwy,0,26
Defective Brakes,0,4
Disobey Steady Red Signal,332,3613
Disobey Traffic Control Device,1117,13499
Equipment (Other),7,200
Fail to Keep Right,1,11
Fail to Signal,115,686
Following Too Closely,0,18
Headlights (Defect. or Improper),15,228
Improper Lights,59,474
Improper Passing,15,212
Improper Turn,551,7417
Improper/Missing Plates,6,205
Lamps and Other Equipment on Bicycle,0,0
Not Giving R of W to Pedes.,163,2265
Not Giving R of W to Veh.,15,161
OBSTRUCTED PLATE,15,344
One Way Street,7,45
Pavement Markings,60,782
Safety Belt,388,5094
"School Bus, Passing Stopped",3,90
Speeding,381,4966
Spillback,4,33
Tinted Windows,195,4140
Truck Routes,33,318
U-Turn,11,187
Uninspected,21,339
Uninsured,148,2117
Unlicensed Operator,395,4933
Unregistered,52,824
Unsafe Lane Change,7,83
Other Movers,525,5298
PBQSTOTAL Movers ,5063,63195
