"Moving Violations",,
"123rd Precinct",,
September,,
123sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",2,17
"Bus Lane, Driving in",0,0
"Cell Phone",68,836
"Commercial Veh on Pkwy",0,2
"Defective Brakes",0,0
"Disobey Steady Red Signal",58,536
"Disobey Traffic Control Device",107,1360
"Equipment (Other)",0,20
"Fail to Keep Right",0,6
"Fail to Signal",24,593
"Following Too Closely",2,44
"Headlights (Defect. or Improper)",5,105
"Improper Lights",1,7
"Improper Passing",0,34
"Improper Turn",1,85
"Improper/Missing Plates",20,108
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",18,126
"Not Giving R of W to Veh.",7,103
"OBSTRUCTED PLATE",0,82
"One Way Street",2,15
"Pavement Markings",28,332
"Safety Belt",138,1486
"School Bus, Passing Stopped",11,45
Speeding,226,1892
Spillback,0,4
"Tinted Windows",61,611
"Truck Routes",0,0
U-Turn,4,56
Uninspected,8,113
Uninsured,37,375
"Unlicensed Operator",60,614
Unregistered,9,145
"Unsafe Lane Change",2,19
"Other Movers",96,776
"123TOTAL Movers ",995,10552
,,
"* All figures are preliminary and subject to change.",,
