94th Precinct,,
   March ,,
094sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,6,12
Brake Lights (Defect.or Improper),10,19
"Bus Lane, Driving in",0,0
Cell Phone,82,182
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,63,182
Disobey Traffic Control Device,110,283
Equipment (Other),2,6
Fail to Keep Right,1,1
Fail to Signal,13,27
Following Too Closely,0,2
Headlights (Defect. or Improper),11,59
Improper Lights,0,0
Improper Passing,2,5
Improper Turn,28,60
Improper/Missing Plates,0,9
Not Giving R of W to Pedes.,15,28
Not Giving R of W to Veh.,4,14
One Way Street,10,26
Pavement Markings,2,4
Safety Belt,83,214
"School Bus, Passing Stopped",0,0
Speeding,32,140
Spillback,0,0
Tinted Windows,95,289
Truck Routes,7,42
U-Turn,4,7
Uninspected,3,11
Uninsured,24,62
Unlicensed Operator,25,71
Unregistered,8,25
Unsafe Lane Change,2,3
Other Movers,53,113
094    TOTAL Movers ,695,1896
