114th Precinct,,
   March ,,
114sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,0,3
Brake Lights (Defect.or Improper),0,0
"Bus Lane, Driving in",0,0
Cell Phone,148,443
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,62,141
Disobey Traffic Control Device,221,650
Equipment (Other),2,2
Fail to Keep Right,0,3
Fail to Signal,19,59
Following Too Closely,0,0
Headlights (Defect. or Improper),0,0
Improper Lights,3,32
Improper Passing,2,4
Improper Turn,67,164
Improper/Missing Plates,0,0
Not Giving R of W to Pedes.,44,87
Not Giving R of W to Veh.,3,8
One Way Street,0,5
Pavement Markings,15,37
Safety Belt,90,336
"School Bus, Passing Stopped",1,1
Speeding,43,96
Spillback,2,7
Tinted Windows,67,254
Truck Routes,1,2
U-Turn,0,0
Uninspected,1,2
Uninsured,45,93
Unlicensed Operator,56,154
Unregistered,1,7
Unsafe Lane Change,0,0
Other Movers,94,219
114    TOTAL Movers ,987,2809
