"Moving Violations",,
"105th Precinct",,
"   April ",,
105sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",51,189
"Bus Lane, Driving in",0,0
"Cell Phone",145,537
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",114,492
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",24,117
"Fail to Stop on Signal",14,61
"Following Too Closely",2,2
"Headlights (Defect. or Improper)",43,182
"Improper Lights",0,0
"Improper Passing",0,7
"Improper Turn",24,96
"Improper/Missing Plates",5,25
"Not Giving R of W to Pedes.",26,81
"Not Giving R of W to Veh.",2,3
"One Way Street",2,2
"Pavement Markings",66,336
"Safety Belt",248,924
"School Bus, Passing Stopped",11,14
Speeding,35,159
Spillback,1,1
"Tinted Windows",291,947
"Truck Routes",6,17
U-Turn,6,11
Uninspected,23,106
Uninsured,127,593
"Unlicensed Operator",68,301
Unregistered,13,57
"Unsafe Lane Change",2,19
"Other Movers",16,102
"105    TOTAL Movers ",1365,5383
"* All figures are preliminary and subject to change.",,
