"Moving Violations",,
"7th Precinct",,
"   April ",,
007sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",148,487
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,2
"Disobey Sign",168,689
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",4,39
"Fail to Stop on Signal",84,268
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,0
"Improper Lights",32,127
"Improper Passing",1,2
"Improper Turn",77,275
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",43,102
"Not Giving R of W to Veh.",0,4
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",91,282
"School Bus, Passing Stopped",9,11
Speeding,4,20
Spillback,14,58
"Tinted Windows",24,125
"Truck Routes",9,31
U-Turn,0,0
Uninspected,0,5
Uninsured,9,49
"Unlicensed Operator",34,107
Unregistered,6,17
"Unsafe Lane Change",1,2
"Other Movers",38,179
"007    TOTAL Movers ",796,2883
"* All figures are preliminary and subject to change.",,
