"Moving Violations",,
"24th Precinct",,
"   April ",,
024sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",7,67
"Bus Lane, Driving in",0,0
"Cell Phone",194,738
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",75,245
"Equipment (Other)",1,7
"Fail to Keep Right",0,0
"Fail to Signal",11,81
"Fail to Stop on Signal",31,140
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",10,70
"Improper Lights",0,1
"Improper Passing",0,0
"Improper Turn",45,188
"Improper/Missing Plates",0,1
"Not Giving R of W to Pedes.",67,224
"Not Giving R of W to Veh.",1,4
"One Way Street",3,24
"Pavement Markings",0,0
"Safety Belt",16,139
"School Bus, Passing Stopped",10,13
Speeding,1,66
Spillback,0,4
"Tinted Windows",4,34
"Truck Routes",1,9
U-Turn,0,0
Uninspected,3,24
Uninsured,16,51
"Unlicensed Operator",12,69
Unregistered,10,31
"Unsafe Lane Change",3,20
"Other Movers",8,86
"024    TOTAL Movers ",529,2342
"* All figures are preliminary and subject to change.",,
