"Moving Violations",,
"100th Precinct",,
"   April ",,
100sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",34,136
"Bus Lane, Driving in",0,0
"Cell Phone",47,185
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,2
"Disobey Sign",69,263
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",0,2
"Fail to Stop on Signal",32,105
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",6,11
"Improper Lights",0,0
"Improper Passing",10,30
"Improper Turn",28,98
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",10,17
"Not Giving R of W to Veh.",2,5
"One Way Street",0,0
"Pavement Markings",8,35
"Safety Belt",33,143
"School Bus, Passing Stopped",8,13
Speeding,27,108
Spillback,0,0
"Tinted Windows",31,130
"Truck Routes",0,0
U-Turn,0,0
Uninspected,3,25
Uninsured,72,219
"Unlicensed Operator",52,184
Unregistered,5,19
"Unsafe Lane Change",0,0
"Other Movers",29,90
"100    TOTAL Movers ",506,1822
"* All figures are preliminary and subject to change.",,
