"Moving Violations",,
Citywide,,
"   March ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",91,278
"Bike Lane",40,93
"Bus Lane",1544,3123
"Cell Phone",4700,13737
"Commercial Veh on Pkwy",256,832
"Cruising For Passengers",1,4
"Disobey Traffic Control Device",20118,60109
"Driving Too Slow",7,17
Equipment,3702,10506
"Equipment (Other)",2,11
"Excessive Noise",1,2
"Fail to Keep Right",9,39
"Fail to yield Right of Way to Pedestrian",5079,15070
"Failure to Signal",1925,6833
"Following Too Closely",85,282
"Improper Passing",197,583
"Improper Taxi Pickup",389,1195
"Improper Turn",8461,23969
"Improper/Missing Plates",81,263
"Lamps and Other Equipment on Bicycle",5,30
"Motorcycle (Other)",61,135
"Not Giving R of W to Veh.",158,498
"Obstructed Plate",735,2184
"One Way Street",451,1498
Overheight,1,7
Overlength,2,54
Overweight,11,262
Overwidth,0,26
"Pavement Markings",23,65
"Red Light",6057,18668
"School Bus",171,466
"Scooter In NYC",2,2
"Seat Belt",6900,20579
Speeding,13818,41237
Spillback,770,2581
"TBTA Rule",0,0
Tints,8530,21471
"TLC (Other)",1,1
"Truck Route",261,788
Uninspected,312,1187
Uninsured,1515,4383
"Unlicensed Operator",4655,14118
Unregistered,908,2805
"Unsafe Lane Change",430,1383
"Other Movers",8630,24324
"CitywideTOTAL Movers ",101095,295698
"* All figures are preliminary and subject to change.",,
