"Moving Violations",,
"Midtown South Precinct",,
"   March ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",1,5
"Bike Lane",0,1
"Bus Lane",1,1
"Cell Phone",38,132
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",133,405
"Driving Too Slow",0,0
Equipment,16,45
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,1
"Fail to yield Right of Way to Pedestrian",225,715
"Failure to Signal",16,71
"Following Too Closely",0,3
"Improper Passing",1,5
"Improper Taxi Pickup",4,6
"Improper Turn",347,1034
"Improper/Missing Plates",0,0
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",0,5
"Not Giving R of W to Veh.",3,9
"Obstructed Plate",18,31
"One Way Street",17,97
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",74,195
"School Bus",0,1
"Scooter In NYC",0,0
"Seat Belt",35,158
Speeding,38,90
Spillback,0,2
"TBTA Rule",0,0
Tints,57,131
"TLC (Other)",0,0
"Truck Route",0,0
Uninspected,0,2
Uninsured,4,8
"Unlicensed Operator",13,28
Unregistered,2,6
"Unsafe Lane Change",13,32
"Other Movers",242,810
"014TOTAL Movers ",1298,4029
"* All figures are preliminary and subject to change.",,
