Citywide,,
Backing Unsafely,50,607
Bike Lane,239,1334
Bus Lane,261,4128
Cell Phone,2674,30428
Commercial Veh on Pkwy,246,2342
Cruising For Passengers,4,58
Disobey Traffic Control Device,11575,152232
Driving Too Slow,2,41
Equipment,2003,23094
Equipment (Other),2,62
Excessive Noise,0,1
Fail to Keep Right,10,89
Fail to yield Right of Way to Pedestrian,12955,54502
Failure to Signal,1061,13598
Failure to yield Right of Way to Vehicle,7,70
Following Too Closely,86,758
Improper Passing,249,2199
Improper Taxi Pickup,115,1569
Improper Turn,6085,66303
Improper/Missing Plates,115,1052
Lamps and Other Equipment on Bicycle,8,97
Motorcycle (Other),173,1901
Not Giving R of W to Veh.,90,1111
Obstructed Plate,525,6807
One Way Street,365,4411
Overheight,9,93
Overlength,5,48
Overweight,2,91
Overwidth,0,0
Pavement Markings,33,287
Red Light,4614,53870
School Bus,368,1995
Scooter In NYC,4,51
Seat Belt,4963,57137
Speeding,11490,114988
Spillback,314,5609
TBTA Rule,0,2
Tints,1990,35516
TLC (Other),1,36
Truck Route,73,1239
Uninspected,262,2535
Uninsured,753,8871
Unlicensed Operator,3552,39011
Unregistered,860,8742
Unsafe Lane Change,252,3455
Other Movers,6576,72368
TOTAL Movers,75021,774738
