"Moving Violations",,
"62nd Precinct",,
"    July ",,
062sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",1,19
"Bus Lane, Driving in",0,0
"Cell Phone",41,406
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",54,352
"Disobey Traffic Control Device",297,1614
"Equipment (Other)",9,37
"Fail to Keep Right",0,1
"Fail to Signal",41,419
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,1
"Improper Lights",0,0
"Improper Passing",6,41
"Improper Turn",33,204
"Improper/Missing Plates",4,41
"Not Giving R of W to Pedes.",43,292
"Not Giving R of W to Veh.",0,16
"One Way Street",17,103
"Pavement Markings",4,48
"Safety Belt",77,543
"School Bus, Passing Stopped",3,19
Speeding,13,105
Spillback,0,0
"Tinted Windows",64,575
"Truck Routes",0,17
U-Turn,5,24
Uninspected,1,7
Uninsured,8,109
"Unlicensed Operator",49,332
Unregistered,8,40
"Unsafe Lane Change",0,6
"Other Movers",27,255
"062TOTAL Movers ",805,5631
,,
"* All figures are preliminary and subject to change.",,
