"Moving Violations",,
"Brooklyn North",,
"    July ",,
pbbnsum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",22,168
"Brake Lights (Defect.or Improper)",202,1873
"Bus Lane, Driving in",2,132
"Cell Phone",811,6720
"Commercial Veh on Pkwy",4,7
"Defective Brakes",0,10
"Disobey Steady Red Signal",624,5135
"Disobey Traffic Control Device",1555,11549
"Equipment (Other)",18,238
"Fail to Keep Right",6,36
"Fail to Signal",209,2121
"Following Too Closely",7,45
"Headlights (Defect. or Improper)",203,2043
"Improper Lights",0,12
"Improper Passing",43,356
"Improper Turn",468,3762
"Improper/Missing Plates",22,179
"Not Giving R of W to Pedes.",230,1618
"Not Giving R of W to Veh.",42,421
"One Way Street",106,548
"Pavement Markings",67,785
"Safety Belt",872,7692
"School Bus, Passing Stopped",1,102
Speeding,334,2384
Spillback,5,75
"Tinted Windows",498,6271
"Truck Routes",14,177
U-Turn,14,153
Uninspected,31,266
Uninsured,344,2842
"Unlicensed Operator",559,4240
Unregistered,135,1088
"Unsafe Lane Change",8,79
"Other Movers",691,5376
"PBBNTOTAL Movers ",8147,68503
,,
"* All figures are preliminary and subject to change.",,
