"Moving Violations",,
"103rd Precinct",,
"    July ",,
103sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",2,11
"Brake Lights (Defect.or Improper)",1,22
"Bus Lane, Driving in",0,0
"Cell Phone",104,551
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",28,248
"Disobey Traffic Control Device",373,2664
"Equipment (Other)",0,1
"Fail to Keep Right",0,0
"Fail to Signal",12,98
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",3,23
"Improper Lights",2,8
"Improper Passing",0,5
"Improper Turn",73,606
"Improper/Missing Plates",3,13
"Not Giving R of W to Pedes.",26,429
"Not Giving R of W to Veh.",3,13
"One Way Street",4,17
"Pavement Markings",20,133
"Safety Belt",167,959
"School Bus, Passing Stopped",2,18
Speeding,14,161
Spillback,2,37
"Tinted Windows",255,2132
"Truck Routes",45,233
U-Turn,20,231
Uninspected,5,12
Uninsured,12,86
"Unlicensed Operator",104,716
Unregistered,6,28
"Unsafe Lane Change",2,18
"Other Movers",125,652
"103TOTAL Movers ",1413,10125
,,
"* All figures are preliminary and subject to change.",,
